Ano;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Código da Área;Área de Enquadramento;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Concluintes Inscritos;Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);;;
2016;1807;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1181116;51;ZOOTECNIA;Educação Presencial;2304103;CRATEÚS;CE;16;15;47,2933;3,0962;35,7267;1,7600;2,0940;3;;;
2016;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Universidade;Pessoa Jurídica de Direito Público - Municipal;1181219;28;NUTRIÇÃO;Educação Presencial;3554102;TAUBATÉ;SP;35;32;49,1969;3,1391;52,1688;2,7633;2,8573;3;;;
2016;2149;FACULDADE MATO GROSSO DO SUL ;FACSUL;Faculdade ;Privada sem fins lucrativos;1181233;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;5002704;CAMPO GRANDE;MS;9;9;42,4889;2,4492;48,3333;3,1715;2,9909;4;;;
2016;2908;FACULDADE NATALENSE DE ENSINO E CULTURA ;FANEC;Faculdade ;Privada sem fins lucrativos;1181598;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2408102;NATAL;RN;27;24;37,9292;1,7001;38,3708;1,6536;1,6652;2;;;
2016;1818;FACULDADE PITÁGORAS DE BELO HORIZONTE;FPAS;Faculdade ;Privada com fins lucrativos;1182342;55;BIOMEDICINA;Educação Presencial;3106200;BELO HORIZONTE;MG;5;5;58,3400;3,5428;43,7800;2,6044;2,8390;3;;;
2016;4901;FACULDADE FASIPE;FASIPE;Faculdade ;Privada com fins lucrativos;1182767;28;NUTRIÇÃO;Educação Presencial;5107909;SINOP;MT;37;31;42,3968;2,2317;44,1806;1,8703;1,9607;3;;;
2016;4017;CENTRO UNIVERSITÁRIO PADRE ANCHIETA;UNIANCHIETA;Centro Universitário;Privada com fins lucrativos;1183151;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3525904;JUNDIAÍ;SP;34;33;38,0152;2,5602;53,1848;3,5716;3,3188;4;;;
2016;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pessoa Jurídica de Direito Público - Estadual;1183612;28;NUTRIÇÃO;Educação Presencial;2611101;PETROLINA;PE;44;44;49,9295;3,2369;56,5795;3,2564;3,2515;4;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1183780;27;FONOAUDIOLOGIA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;10;10;45,4600;2,3666;43,4900;0,0000;0,5917;1;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;1183836;55;BIOMEDICINA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;23;22;43,4545;1,4365;39,2864;1,9387;1,8132;2;;;
2016;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pessoa Jurídica de Direito Público - Estadual;1183958;12;MEDICINA;Educação Presencial;2606002;GARANHUNS;PE;35;34;63,1706;3,4741;62,5824;1,6129;2,0782;3;;;
2016;1255;FACULDADE BOA VIAGEM;FBV;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1184351;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;2611606;RECIFE;PE;18;14;35,5429;0,6554;44,9571;2,5666;2,0888;3;;;
2016;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Universidade;Pessoa Jurídica de Direito Público - Federal;1184410;17;AGRONOMIA;Educação Presencial;4204806;CURITIBANOS;SC;46;45;49,6400;3,0475;63,0644;3,0946;3,0828;4;;;
2016;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Universidade;Pessoa Jurídica de Direito Público - Federal;1184817;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;4314407;PELOTAS;RS;54;50;40,6740;2,0825;39,1360;1,5184;1,6594;2;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184872;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3547304;SANTANA DE PARNAÍBA;SP;35;33;41,4576;3,3666;46,2727;2,3639;2,6146;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184874;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3552205;SOROCABA;SP;43;37;42,3784;3,5823;45,7459;2,2718;2,5995;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184875;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3550308;SÃO PAULO;SP;20;16;37,6063;2,4644;46,8062;2,4571;2,4589;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184876;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3504008;ASSIS;SP;21;18;38,2111;2,6061;46,0722;2,3289;2,3982;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184882;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3550308;SÃO PAULO;SP;37;34;35,0382;1,8629;47,0471;2,4992;2,3401;3;;;
2016;5312;FACULDADES ATIBAIA;FAAT;Faculdade ;Privada com fins lucrativos;1184893;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;3504107;ATIBAIA;SP;28;24;43,0917;2,4176;44,1042;2,3919;2,3983;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;1184904;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3509502;CAMPINAS;SP;54;50;40,2140;3,0753;46,3460;2,3767;2,5513;3;;;
2016;4566;ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE;ESTÁCIO FATERN;Faculdade ;Privada com fins lucrativos;1184980;28;NUTRIÇÃO;Educação Presencial;2408102;NATAL;RN;18;18;39,4611;1,8400;47,4944;2,2408;2,1406;3;;;
2016;3615;FACULDADE PERNAMBUCANA DE SAÚDE ;FPS;Faculdade ;Privada sem fins lucrativos;1185044;28;NUTRIÇÃO;Educação Presencial;2611606;RECIFE;PE;8;8;45,0000;2,5791;52,8500;2,8395;2,7744;3;;;
2016;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;Universidade;Pessoa Jurídica de Direito Público - Estadual;1185074;17;AGRONOMIA;Educação Presencial;2910800;FEIRA DE SANTANA;BA;11;11;58,8364;4,4963;67,1727;3,6972;3,8970;4;;;
2016;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pessoa Jurídica de Direito Público - Estadual;1185158;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3147907;PASSOS;MG;42;38;33,0921;1,4070;41,0816;1,4569;1,4444;2;;;
2016;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;1185276;38;SERVIÇO SOCIAL;Educação Presencial;5300108;BRASÍLIA;DF;20;20;38,6300;2,1122;60,2150;3,4658;3,1274;4;;;
2016;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Centro Universitário;Privada com fins lucrativos;1185396;23;ENFERMAGEM;Educação Presencial;5300108;BRASÍLIA;DF;11;11;50,2273;3,2969;52,9000;3,8816;3,7354;4;;;
2016;576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;Universidade;Pessoa Jurídica de Direito Público - Federal;1185503;19;FARMÁCIA;Educação Presencial;3127701;GOVERNADOR VALADARES;MG;5;5;56,2600;3,8240;66,0600;4,4447;4,2895;5;;;
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;1185526;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4108403;FRANCISCO BELTRÃO;PR;43;41;40,0390;2,0467;38,3927;1,6569;1,7544;2;;;
2016;1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1185675;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5210208;IPORÁ;GO;16;15;50,4600;4,5525;52,1533;4,3958;4,4350;5;;;
2016;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;1185746;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3304557;RIO DE JANEIRO;RJ;138;121;33,1702;0,9183;36,3975;1,3529;1,2443;2;;;
2016;1225;CENTRO UNIVERSITÁRIO AMPARENSE;UNIFIA;Centro Universitário;Privada com fins lucrativos;1186744;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3501905;AMPARO;SP;16;16;44,6875;4,1232;41,7250;1,5693;2,2078;3;;;
2016;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1186821;38;SERVIÇO SOCIAL;Educação a Distância;3304904;SÃO GONÇALO;RJ;38;38;31,2632;1,0838;36,5842;1,1093;1,1029;2;;;
2016;1472;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitário;Privada com fins lucrativos;1187030;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação a Distância;4207502;INDAIAL;SC;67;55;37,7927;1,0341;38,0836;1,2488;1,1951;2;;;
2016;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1187487;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3304904;SÃO GONÇALO;RJ;106;99;37,2545;1,5893;35,3636;1,1954;1,2939;2;;;
2016;319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1187551;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;30;29;37,5724;2,2123;33,8862;0,6010;1,0038;2;;;
2016;3840;CENTRO UNIVERSITÁRIO FACVEST ;FACVEST;Centro Universitário;Privada com fins lucrativos;1187654;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;4209300;LAGES;SC;8;7;44,7000;3,1089;39,1571;1,5170;1,9150;2;;;
2016;12766;FACULDADE UNIÃO DE CAMPO MOURÃO;0;Faculdade ;Privada com fins lucrativos;1187675;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;4104303;CAMPO MOURÃO;PR;63;62;33,4016;1,4795;41,5000;1,5300;1,5174;2;;;
2016;4450;FACULDADE METROPOLITANA DA AMAZÔNIA;FAMAZ;Faculdade ;Privada sem fins lucrativos;1187832;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;1501402;BELÉM;PA;31;31;42,2323;2,7985;46,3839;2,7728;2,7793;3;;;
2016;3840;CENTRO UNIVERSITÁRIO FACVEST ;FACVEST;Centro Universitário;Privada com fins lucrativos;1187881;55;BIOMEDICINA;Educação Presencial;4209300;LAGES;SC;5;4;57,4000;3,4098;38,9500;1,8889;2,2691;3;;;
2016;3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1188548;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;5107925;SORRISO;MT;29;18;37,8056;1,6849;39,3056;1,5482;1,5824;2;;;
2016;526;UNIVERSIDADE BRAZ CUBAS;UBC;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1189132;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3530607;MOGI DAS CRUZES;SP;30;28;37,2143;2,3726;40,1571;1,2953;1,5647;2;;;
2016;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1189179;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3303302;NITERÓI;RJ;114;104;35,9654;1,3775;37,0356;1,4502;1,4320;2;;;
2016;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1189180;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3301009;CAMPOS DOS GOYTACAZES;RJ;62;55;34,7055;1,1705;37,9236;1,5855;1,4817;2;;;
2016;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1189207;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3543402;RIBEIRÃO PRETO;SP;26;21;37,1333;2,3537;43,7429;1,9219;2,0298;3;;;
2016;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Universidade;Pessoa Jurídica de Direito Público - Estadual;1189700;51;ZOOTECNIA;Educação Presencial;2211100;UNIÃO;PI;12;12;35,7417;1,3477;26,3000;0,5094;0,7190;1;;;
2016;448;CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1190141;28;NUTRIÇÃO;Educação Presencial;4314902;PORTO ALEGRE;RS;42;42;50,7929;3,3521;55,7690;3,1658;3,2123;4;;;
2016;2168;FACULDADE CAMPO GRANDE ;FCG;Faculdade ;Privada sem fins lucrativos;1190587;38;SERVIÇO SOCIAL;Educação Presencial;5002704;CAMPO GRANDE;MS;13;13;40,6923;2,4001;45,1000;1,9585;2,0689;3;;;
2016;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;1190775;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3106200;BELO HORIZONTE;MG;63;44;47,4364;3,2619;49,4909;3,3479;3,3264;4;;;
2016;398;UNIVERSIDADE TIRADENTES;UNIT;Universidade;Privada com fins lucrativos;1190826;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;2800308;ARACAJU;SE;27;19;33,5789;1,7099;39,5579;1,5866;1,6175;2;;;
2016;5670;FACULDADES UNIDAS DO VALE DO ARAGUAIA;UNIVAR;Faculdade ;Privada sem fins lucrativos;1191488;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;5101803;BARRA DO GARÇAS;MT;25;23;35,0043;1,8549;32,7435;0,0000;0,4637;1;;;
2016;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Universidade;Pessoa Jurídica de Direito Público - Federal;1191555;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2304400;FORTALEZA;CE;5;5;54,9400;4,4946;64,6000;5,0000;4,8736;5;;;
2016;953;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;Universidade;Privada sem fins lucrativos;1191655;38;SERVIÇO SOCIAL;Educação a Distância;3548500;SANTOS;SP;184;64;37,4375;1,9458;40,4391;1,4937;1,6067;2;;;
2016;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Universidade;Pessoa Jurídica de Direito Público - Municipal;1192197;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4219309;VIDEIRA;SC;25;25;45,8360;2,9990;48,4120;3,1835;3,1374;4;;;
2016;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Centro Universitário;Privada sem fins lucrativos;1192256;28;NUTRIÇÃO;Educação Presencial;5108402;VÁRZEA GRANDE;MT;20;19;47,6474;2,9324;50,2632;2,5503;2,6458;3;;;
2016;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Centro Universitário;Privada sem fins lucrativos;1192257;55;BIOMEDICINA;Educação Presencial;5108402;VÁRZEA GRANDE;MT;48;48;45,0000;1,6552;41,9333;2,3309;2,1619;3;;;
2016;580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;Universidade;Pessoa Jurídica de Direito Público - Federal;1192307;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2611606;RECIFE;PE;33;29;45,1793;2,8911;49,8966;3,4097;3,2800;4;;;
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;1192413;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;5300108;BRASÍLIA;DF;53;37;51,0351;3,8531;56,6297;4,4355;4,2899;5;;;
2016;2;UNIVERSIDADE DE BRASÍLIA;UNB;Universidade;Pessoa Jurídica de Direito Público - Federal;1192419;27;FONOAUDIOLOGIA;Educação Presencial;5300108;BRASÍLIA;DF;12;12;61,4000;4,7839;63,1583;3,5570;3,8637;4;;;
2016;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;Universidade;Privada sem fins lucrativos;1192472;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3303906;PETRÓPOLIS;RJ;21;18;43,6111;2,6335;50,2500;3,4635;3,2560;4;;;
2016;2132;FACULDADE BARÃO DO RIO BRANCO;FAB;Faculdade ;Privada com fins lucrativos;1192781;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;1200401;RIO BRANCO;AC;83;80;33,2738;1,6716;36,7425;1,0974;1,2409;2;;;
2016;2132;FACULDADE BARÃO DO RIO BRANCO;FAB;Faculdade ;Privada com fins lucrativos;1193408;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;1200401;RIO BRANCO;AC;30;29;37,3931;0,9669;33,0172;0,2775;0,4498;1;;;
2016;2132;FACULDADE BARÃO DO RIO BRANCO;FAB;Faculdade ;Privada com fins lucrativos;1193613;55;BIOMEDICINA;Educação Presencial;1200401;RIO BRANCO;AC;55;50;42,0860;1,2429;34,4460;1,2216;1,2269;2;;;
2016;1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;Centro Universitário;Privada sem fins lucrativos;1200362;17;AGRONOMIA;Educação Presencial;3549102;SÃO JOÃO DA BOA VISTA;SP;103;100;43,6980;2,1114;57,3350;2,2541;2,2184;3;;;
2016;15059;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;UFOPA;Universidade;Pessoa Jurídica de Direito Público - Federal;1200688;17;AGRONOMIA;Educação Presencial;1506807;SANTARÉM;PA;18;17;50,7471;3,2219;56,8176;2,1782;2,4391;3;;;
2016;15059;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;UFOPA;Universidade;Pessoa Jurídica de Direito Público - Federal;1200689;19;FARMÁCIA;Educação Presencial;1506807;SANTARÉM;PA;24;24;62,7333;4,7391;60,5750;3,7207;3,9753;5;;;
2016;15059;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;UFOPA;Universidade;Pessoa Jurídica de Direito Público - Federal;1200690;51;ZOOTECNIA;Educação Presencial;1506807;SANTARÉM;PA;14;12;47,0333;3,0568;39,0250;2,1975;2,4124;3;;;
2016;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Universidade;Pessoa Jurídica de Direito Público - Municipal;1202223;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3554102;TAUBATÉ;SP;34;23;41,9435;3,4804;45,4087;2,2129;2,5298;3;;;
2016;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Universidade;Pessoa Jurídica de Direito Público - Municipal;1202232;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3554102;TAUBATÉ;SP;13;9;44,7556;3,1159;41,8667;1,9879;2,2699;3;;;
2016;2774;Centro Universitário UNIFAFIBE;FAFIBE;Centro Universitário;Privada sem fins lucrativos;1202246;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3506102;BEBEDOURO;SP;50;49;32,9449;1,3725;57,5653;4,3370;3,5959;4;;;
2016;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Centro Universitário;Privada com fins lucrativos;1202388;38;SERVIÇO SOCIAL;Educação Presencial;2611606;RECIFE;PE;130;124;35,9153;1,7333;51,4290;2,5897;2,3756;3;;;
2016;3985;CENTRO UNIVERSITÁRIO SENAC;SENACSP;Centro Universitário;Privada sem fins lucrativos;1203283;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3550308;SÃO PAULO;SP;20;19;42,5737;2,4631;50,1053;3,4415;3,1969;4;;;
2016;670;UNIVERSIDADE SÃO FRANCISCO;USF;Universidade;Privada sem fins lucrativos;1203355;55;BIOMEDICINA;Educação Presencial;3507605;BRAGANÇA PAULISTA;SP;26;26;53,5885;2,8705;41,9385;2,3316;2,4663;3;;;
2016;244;CENTRO UNIVERSITÁRIO FIEO;UNIFIEO;Centro Universitário;Privada sem fins lucrativos;1203461;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3534401;OSASCO;SP;23;22;33,2636;1,4472;47,9545;2,6577;2,3551;3;;;
2016;1716;FACULDADE UNIÃO DAS AMÉRICAS;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1204014;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4108304;FOZ DO IGUAÇU;PR;56;45;39,7089;1,9925;36,5689;1,3791;1,5324;2;;;
2016;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1204112;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação a Distância;4106902;CURITIBA;PR;1004;788;34,5806;1,2379;41,8480;1,9952;1,8059;2;;;
2016;150;UNIVERSIDADE DE SOROCABA;UNISO;Universidade;Privada sem fins lucrativos;1204182;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3552205;SOROCABA;SP;8;8;39,4250;1,9458;48,6250;3,2159;2,8984;3;;;
2016;718;UNIVERSIDADE POTIGUAR;UNP;Universidade;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1204189;55;BIOMEDICINA;Educação Presencial;2408102;NATAL;RN;52;48;43,8354;1,4904;39,8312;2,0194;1,8872;2;;;
2016;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;1204581;55;BIOMEDICINA;Educação Presencial;2111300;SÃO LUÍS;MA;28;27;46,9296;1,9282;35,4704;1,3734;1,5121;2;;;
2016;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;1204986;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2111300;SÃO LUÍS;MA;51;46;49,6826;3,6309;48,7696;3,2380;3,3362;4;;;
2016;519;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;Universidade;Privada sem fins lucrativos;1205022;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2927408;SALVADOR;BA;33;31;36,8194;1,5178;41,9097;2,1928;2,0240;3;;;
2016;319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1205072;28;NUTRIÇÃO;Educação Presencial;3550308;SÃO PAULO;SP;14;11;36,8273;1,4886;46,8455;2,1682;1,9983;3;;;
2016;3161;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano;IF Sertão;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;1205199;17;AGRONOMIA;Educação Presencial;2611101;PETROLINA;PE;51;50;51,1300;3,2823;55,7240;2,0178;2,3339;3;;;
2016;355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Universidade;Privada com fins lucrativos;1205328;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;4106902;CURITIBA;PR;5;3;43,4667;2,4696;53,7000;4,0790;3,6766;4;;;
2016;2191;FACULDADE ANHANGUERA DE PELOTAS;0;Faculdade ;Privada com fins lucrativos;1205554;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4314407;PELOTAS;RS;2;2;52,9500;4,1677;41,2500;2,0923;2,6111;3;;;
2016;546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;Universidade;Privada sem fins lucrativos;1205591;36;FISIOTERAPIA;Educação Presencial;3550308;SÃO PAULO;SP;4;3;45,5000;2,6893;33,4667;1,9848;2,1609;3;;;
2016;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1205712;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação a Distância;4304606;CANOAS;RS;52;40;45,1750;2,7064;45,7800;2,6865;2,6915;3;;;
2016;1107;Centro Universitário Estácio do Ceará;Estácio FIC;Centro Universitário;Privada com fins lucrativos;1205913;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;2304400;FORTALEZA;CE;36;34;35,4059;0,6323;40,8088;1,7712;1,4865;2;;;
2016;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pessoa Jurídica de Direito Público - Estadual;1206391;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5207402;EDÉIA;GO;24;24;42,1625;3,1382;35,7583;1,3913;1,8280;2;;;
2016;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pessoa Jurídica de Direito Público - Estadual;1206392;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5204904;CAMPOS BELOS;GO;29;24;36,3083;2,1405;33,7542;1,0240;1,3031;2;;;
2016;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Universidade;Pessoa Jurídica de Direito Público - Estadual;1206568;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;5208707;GOIÂNIA;GO;32;31;47,4516;4,7707;43,6903;1,9127;2,6272;3;;;
2016;352;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;UNIPÊ;Centro Universitário;Privada sem fins lucrativos;1211173;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;2507507;JOÃO PESSOA;PB;10;9;41,3556;2,1770;43,4778;2,2817;2,2555;3;;;
2016;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Universidade;Pessoa Jurídica de Direito Público - Estadual;1212124;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3506003;BAURU;SP;63;37;43,2676;2,5771;54,1000;4,0501;3,6818;4;;;
